source_file,variant_file,transform_family,transform_name,parameter
base\ILSVRC2012_val_00000023.JPEG,colourshift_r_p20\ILSVRC2012_val_00000023__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000023.JPEG,colourshift_g_p20\ILSVRC2012_val_00000023__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000023.JPEG,colourshift_b_p20\ILSVRC2012_val_00000023__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000023.JPEG,jpeg_q90\ILSVRC2012_val_00000023__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000023.JPEG,jpeg_q75\ILSVRC2012_val_00000023__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000023.JPEG,jpeg_q60\ILSVRC2012_val_00000023__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000023.JPEG,resize_0p75\ILSVRC2012_val_00000023__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000023.JPEG,resize_0p5\ILSVRC2012_val_00000023__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000023.JPEG,crop_center_0p9\ILSVRC2012_val_00000023__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000023.JPEG,crop_center_0p75\ILSVRC2012_val_00000023__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000023.JPEG,rotate_p2\ILSVRC2012_val_00000023__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000023.JPEG,rotate_n2\ILSVRC2012_val_00000023__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000023.JPEG,format_png\ILSVRC2012_val_00000023__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000024.JPEG,brightness_0p85\ILSVRC2012_val_00000024__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000024.JPEG,brightness_1p15\ILSVRC2012_val_00000024__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000024.JPEG,contrast_0p85\ILSVRC2012_val_00000024__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000024.JPEG,contrast_1p15\ILSVRC2012_val_00000024__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000024.JPEG,colourshift_r_p20\ILSVRC2012_val_00000024__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000024.JPEG,colourshift_g_p20\ILSVRC2012_val_00000024__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000024.JPEG,colourshift_b_p20\ILSVRC2012_val_00000024__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000024.JPEG,jpeg_q90\ILSVRC2012_val_00000024__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000024.JPEG,jpeg_q75\ILSVRC2012_val_00000024__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000024.JPEG,jpeg_q60\ILSVRC2012_val_00000024__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000024.JPEG,resize_0p75\ILSVRC2012_val_00000024__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000024.JPEG,resize_0p5\ILSVRC2012_val_00000024__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000024.JPEG,crop_center_0p9\ILSVRC2012_val_00000024__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000024.JPEG,crop_center_0p75\ILSVRC2012_val_00000024__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000024.JPEG,rotate_p2\ILSVRC2012_val_00000024__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000024.JPEG,rotate_n2\ILSVRC2012_val_00000024__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000024.JPEG,format_png\ILSVRC2012_val_00000024__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000025.JPEG,brightness_0p85\ILSVRC2012_val_00000025__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000025.JPEG,brightness_1p15\ILSVRC2012_val_00000025__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000025.JPEG,contrast_0p85\ILSVRC2012_val_00000025__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000025.JPEG,contrast_1p15\ILSVRC2012_val_00000025__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000025.JPEG,colourshift_r_p20\ILSVRC2012_val_00000025__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000025.JPEG,colourshift_g_p20\ILSVRC2012_val_00000025__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000025.JPEG,colourshift_b_p20\ILSVRC2012_val_00000025__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000025.JPEG,jpeg_q90\ILSVRC2012_val_00000025__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000025.JPEG,jpeg_q75\ILSVRC2012_val_00000025__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000025.JPEG,jpeg_q60\ILSVRC2012_val_00000025__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000025.JPEG,resize_0p75\ILSVRC2012_val_00000025__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000025.JPEG,resize_0p5\ILSVRC2012_val_00000025__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000025.JPEG,crop_center_0p9\ILSVRC2012_val_00000025__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000025.JPEG,crop_center_0p75\ILSVRC2012_val_00000025__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000025.JPEG,rotate_p2\ILSVRC2012_val_00000025__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000025.JPEG,rotate_n2\ILSVRC2012_val_00000025__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000025.JPEG,format_png\ILSVRC2012_val_00000025__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000026.JPEG,brightness_0p85\ILSVRC2012_val_00000026__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000026.JPEG,brightness_1p15\ILSVRC2012_val_00000026__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000026.JPEG,contrast_0p85\ILSVRC2012_val_00000026__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000026.JPEG,contrast_1p15\ILSVRC2012_val_00000026__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000026.JPEG,colourshift_r_p20\ILSVRC2012_val_00000026__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000026.JPEG,colourshift_g_p20\ILSVRC2012_val_00000026__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000026.JPEG,colourshift_b_p20\ILSVRC2012_val_00000026__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000026.JPEG,jpeg_q90\ILSVRC2012_val_00000026__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000026.JPEG,jpeg_q75\ILSVRC2012_val_00000026__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000026.JPEG,jpeg_q60\ILSVRC2012_val_00000026__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000026.JPEG,resize_0p75\ILSVRC2012_val_00000026__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000026.JPEG,resize_0p5\ILSVRC2012_val_00000026__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000026.JPEG,crop_center_0p9\ILSVRC2012_val_00000026__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000026.JPEG,crop_center_0p75\ILSVRC2012_val_00000026__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000026.JPEG,rotate_p2\ILSVRC2012_val_00000026__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000026.JPEG,rotate_n2\ILSVRC2012_val_00000026__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000026.JPEG,format_png\ILSVRC2012_val_00000026__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000027.JPEG,brightness_0p85\ILSVRC2012_val_00000027__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000027.JPEG,brightness_1p15\ILSVRC2012_val_00000027__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000027.JPEG,contrast_0p85\ILSVRC2012_val_00000027__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000027.JPEG,contrast_1p15\ILSVRC2012_val_00000027__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000027.JPEG,colourshift_r_p20\ILSVRC2012_val_00000027__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000027.JPEG,colourshift_g_p20\ILSVRC2012_val_00000027__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000027.JPEG,colourshift_b_p20\ILSVRC2012_val_00000027__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000027.JPEG,jpeg_q90\ILSVRC2012_val_00000027__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000027.JPEG,jpeg_q75\ILSVRC2012_val_00000027__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000027.JPEG,jpeg_q60\ILSVRC2012_val_00000027__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000027.JPEG,resize_0p75\ILSVRC2012_val_00000027__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000027.JPEG,resize_0p5\ILSVRC2012_val_00000027__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000027.JPEG,crop_center_0p9\ILSVRC2012_val_00000027__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000027.JPEG,crop_center_0p75\ILSVRC2012_val_00000027__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000027.JPEG,rotate_p2\ILSVRC2012_val_00000027__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000027.JPEG,rotate_n2\ILSVRC2012_val_00000027__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000027.JPEG,format_png\ILSVRC2012_val_00000027__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000028.JPEG,brightness_0p85\ILSVRC2012_val_00000028__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000028.JPEG,brightness_1p15\ILSVRC2012_val_00000028__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000028.JPEG,contrast_0p85\ILSVRC2012_val_00000028__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000028.JPEG,contrast_1p15\ILSVRC2012_val_00000028__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000028.JPEG,colourshift_r_p20\ILSVRC2012_val_00000028__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000028.JPEG,colourshift_g_p20\ILSVRC2012_val_00000028__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000028.JPEG,colourshift_b_p20\ILSVRC2012_val_00000028__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000028.JPEG,jpeg_q90\ILSVRC2012_val_00000028__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000028.JPEG,jpeg_q75\ILSVRC2012_val_00000028__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000028.JPEG,jpeg_q60\ILSVRC2012_val_00000028__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000028.JPEG,resize_0p75\ILSVRC2012_val_00000028__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000028.JPEG,resize_0p5\ILSVRC2012_val_00000028__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000028.JPEG,crop_center_0p9\ILSVRC2012_val_00000028__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000028.JPEG,crop_center_0p75\ILSVRC2012_val_00000028__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000028.JPEG,rotate_p2\ILSVRC2012_val_00000028__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000028.JPEG,rotate_n2\ILSVRC2012_val_00000028__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000028.JPEG,format_png\ILSVRC2012_val_00000028__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000029.JPEG,brightness_0p85\ILSVRC2012_val_00000029__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000029.JPEG,brightness_1p15\ILSVRC2012_val_00000029__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000029.JPEG,contrast_0p85\ILSVRC2012_val_00000029__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000029.JPEG,contrast_1p15\ILSVRC2012_val_00000029__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000029.JPEG,colourshift_r_p20\ILSVRC2012_val_00000029__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000029.JPEG,colourshift_g_p20\ILSVRC2012_val_00000029__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000029.JPEG,colourshift_b_p20\ILSVRC2012_val_00000029__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000029.JPEG,jpeg_q90\ILSVRC2012_val_00000029__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000029.JPEG,jpeg_q75\ILSVRC2012_val_00000029__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000029.JPEG,jpeg_q60\ILSVRC2012_val_00000029__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000029.JPEG,resize_0p75\ILSVRC2012_val_00000029__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000029.JPEG,resize_0p5\ILSVRC2012_val_00000029__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000029.JPEG,crop_center_0p9\ILSVRC2012_val_00000029__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000029.JPEG,crop_center_0p75\ILSVRC2012_val_00000029__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000029.JPEG,rotate_p2\ILSVRC2012_val_00000029__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000029.JPEG,rotate_n2\ILSVRC2012_val_00000029__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000029.JPEG,format_png\ILSVRC2012_val_00000029__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000030.JPEG,brightness_0p85\ILSVRC2012_val_00000030__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000030.JPEG,brightness_1p15\ILSVRC2012_val_00000030__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000030.JPEG,contrast_0p85\ILSVRC2012_val_00000030__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000030.JPEG,contrast_1p15\ILSVRC2012_val_00000030__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000030.JPEG,colourshift_r_p20\ILSVRC2012_val_00000030__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000030.JPEG,colourshift_g_p20\ILSVRC2012_val_00000030__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000030.JPEG,colourshift_b_p20\ILSVRC2012_val_00000030__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000030.JPEG,jpeg_q90\ILSVRC2012_val_00000030__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000030.JPEG,jpeg_q75\ILSVRC2012_val_00000030__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000030.JPEG,jpeg_q60\ILSVRC2012_val_00000030__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000030.JPEG,resize_0p75\ILSVRC2012_val_00000030__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000030.JPEG,resize_0p5\ILSVRC2012_val_00000030__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000030.JPEG,crop_center_0p9\ILSVRC2012_val_00000030__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000030.JPEG,crop_center_0p75\ILSVRC2012_val_00000030__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000030.JPEG,rotate_p2\ILSVRC2012_val_00000030__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000030.JPEG,rotate_n2\ILSVRC2012_val_00000030__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000030.JPEG,format_png\ILSVRC2012_val_00000030__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000031.JPEG,brightness_0p85\ILSVRC2012_val_00000031__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000031.JPEG,brightness_1p15\ILSVRC2012_val_00000031__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000031.JPEG,contrast_0p85\ILSVRC2012_val_00000031__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000031.JPEG,contrast_1p15\ILSVRC2012_val_00000031__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000031.JPEG,colourshift_r_p20\ILSVRC2012_val_00000031__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000031.JPEG,colourshift_g_p20\ILSVRC2012_val_00000031__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000031.JPEG,colourshift_b_p20\ILSVRC2012_val_00000031__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000031.JPEG,jpeg_q90\ILSVRC2012_val_00000031__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000031.JPEG,jpeg_q75\ILSVRC2012_val_00000031__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000031.JPEG,jpeg_q60\ILSVRC2012_val_00000031__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000031.JPEG,resize_0p75\ILSVRC2012_val_00000031__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000031.JPEG,resize_0p5\ILSVRC2012_val_00000031__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000031.JPEG,crop_center_0p9\ILSVRC2012_val_00000031__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000031.JPEG,crop_center_0p75\ILSVRC2012_val_00000031__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000031.JPEG,rotate_p2\ILSVRC2012_val_00000031__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000031.JPEG,rotate_n2\ILSVRC2012_val_00000031__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000031.JPEG,format_png\ILSVRC2012_val_00000031__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000032.JPEG,brightness_0p85\ILSVRC2012_val_00000032__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000032.JPEG,brightness_1p15\ILSVRC2012_val_00000032__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000032.JPEG,contrast_0p85\ILSVRC2012_val_00000032__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000032.JPEG,contrast_1p15\ILSVRC2012_val_00000032__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000032.JPEG,colourshift_r_p20\ILSVRC2012_val_00000032__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000032.JPEG,colourshift_g_p20\ILSVRC2012_val_00000032__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000032.JPEG,colourshift_b_p20\ILSVRC2012_val_00000032__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000032.JPEG,jpeg_q90\ILSVRC2012_val_00000032__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000032.JPEG,jpeg_q75\ILSVRC2012_val_00000032__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000032.JPEG,jpeg_q60\ILSVRC2012_val_00000032__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000032.JPEG,resize_0p75\ILSVRC2012_val_00000032__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000032.JPEG,resize_0p5\ILSVRC2012_val_00000032__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000032.JPEG,crop_center_0p9\ILSVRC2012_val_00000032__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000032.JPEG,crop_center_0p75\ILSVRC2012_val_00000032__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000032.JPEG,rotate_p2\ILSVRC2012_val_00000032__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000032.JPEG,rotate_n2\ILSVRC2012_val_00000032__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000032.JPEG,format_png\ILSVRC2012_val_00000032__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000033.JPEG,brightness_0p85\ILSVRC2012_val_00000033__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000033.JPEG,brightness_1p15\ILSVRC2012_val_00000033__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000033.JPEG,contrast_0p85\ILSVRC2012_val_00000033__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000033.JPEG,contrast_1p15\ILSVRC2012_val_00000033__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000033.JPEG,colourshift_r_p20\ILSVRC2012_val_00000033__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000033.JPEG,colourshift_g_p20\ILSVRC2012_val_00000033__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
base\ILSVRC2012_val_00000033.JPEG,colourshift_b_p20\ILSVRC2012_val_00000033__colourshift_b_p20.jpg,photometric,colour_shift,"channel=b,delta=+20"
base\ILSVRC2012_val_00000033.JPEG,jpeg_q90\ILSVRC2012_val_00000033__jpeg_q90.jpg,compression,jpeg_recompress,quality=90
base\ILSVRC2012_val_00000033.JPEG,jpeg_q75\ILSVRC2012_val_00000033__jpeg_q75.jpg,compression,jpeg_recompress,quality=75
base\ILSVRC2012_val_00000033.JPEG,jpeg_q60\ILSVRC2012_val_00000033__jpeg_q60.jpg,compression,jpeg_recompress,quality=60
base\ILSVRC2012_val_00000033.JPEG,resize_0p75\ILSVRC2012_val_00000033__resize_0.75.jpg,geometric,resize,factor=0.75
base\ILSVRC2012_val_00000033.JPEG,resize_0p5\ILSVRC2012_val_00000033__resize_0.50.jpg,geometric,resize,factor=0.50
base\ILSVRC2012_val_00000033.JPEG,crop_center_0p9\ILSVRC2012_val_00000033__crop_center_0.90.jpg,geometric,center_crop,fraction=0.90
base\ILSVRC2012_val_00000033.JPEG,crop_center_0p75\ILSVRC2012_val_00000033__crop_center_0.75.jpg,geometric,center_crop,fraction=0.75
base\ILSVRC2012_val_00000033.JPEG,rotate_p2\ILSVRC2012_val_00000033__rotate_+2.jpg,geometric,rotate,degrees=+2
base\ILSVRC2012_val_00000033.JPEG,rotate_n2\ILSVRC2012_val_00000033__rotate_-2.jpg,geometric,rotate,degrees=-2
base\ILSVRC2012_val_00000033.JPEG,format_png\ILSVRC2012_val_00000033__format_png.png,format,convert_png,format=PNG
base\ILSVRC2012_val_00000034.JPEG,brightness_0p85\ILSVRC2012_val_00000034__brightness_0.85.jpg,photometric,brightness,factor=0.85
base\ILSVRC2012_val_00000034.JPEG,brightness_1p15\ILSVRC2012_val_00000034__brightness_1.15.jpg,photometric,brightness,factor=1.15
base\ILSVRC2012_val_00000034.JPEG,contrast_0p85\ILSVRC2012_val_00000034__contrast_0.85.jpg,photometric,contrast,factor=0.85
base\ILSVRC2012_val_00000034.JPEG,contrast_1p15\ILSVRC2012_val_00000034__contrast_1.15.jpg,photometric,contrast,factor=1.15
base\ILSVRC2012_val_00000034.JPEG,colourshift_r_p20\ILSVRC2012_val_00000034__colourshift_r_p20.jpg,photometric,colour_shift,"channel=r,delta=+20"
base\ILSVRC2012_val_00000034.JPEG,colourshift_g_p20\ILSVRC2012_val_00000034__colourshift_g_p20.jpg,photometric,colour_shift,"channel=g,delta=+20"
